API Number,Operator,Lease Name,Well Number,County,District,Well Type,Status,Permit Date,Completion Date,Formation,Total Depth,Lateral Length,IP Oil (bbl/day),IP Gas (mcf/day),Total Oil (12mo),Total Gas (12mo),Ownership Count,Lease Count,Has Frac Data
42-130-61227-24,"Surge Energy","TXL Ranch",39,ECTOR,08,Gas,Permitted,2025-09-07,,,11304,,,,0,0,0,0,No
42-475-83822-34,"Fasken Oil and Ranch","University Lands",12H,WARD,08,Oil,Permitted,2025-09-07,,,9880,,,,0,0,1,0,No
42-239-18065-57,"ExxonMobil","Block 31",29H,KARNES,01,Gas,Permitted,2025-09-06,,,12031,,,,0,0,0,0,No
42-127-37375-06,"EOG Resources","University 8",19H,DIMMIT,01,Oil,Permitted,2025-09-06,,,7776,,,,0,0,0,0,No
42-221-78841-52,"Fasken Oil and Ranch","DeWitt Shale",38,HOWARD,08,Injection,Completed,2025-09-04,,,5249,,,,0,0,0,3,No
42-475-88400-49,"SM Energy","Block 42",43,WARD,08,Oil,Expired,2025-09-04,,,6339,,,,0,0,0,0,No
42-221-52174-78,"Devon Energy","Loving County Ranch",48H,HOWARD,08,Injection,Active,2025-09-04,,,9418,,,,0,0,0,0,No
42-475-60525-08,"ConocoPhillips","Martin Ranch",50H,WARD,08,Oil,Active,2025-09-02,,,10648,,,,0,0,0,1,No
42-239-66552-98,"ExxonMobil","Big Lake",34,KARNES,01,Injection,Expired,2025-08-31,,,6251,,,,0,0,0,1,No
42-127-99605-66,"Laredo Petroleum","Big Lake",17H,DIMMIT,01,Gas,Active,2025-08-31,,,7645,,,,0,0,1,0,No
42-130-78300-17,"Endeavor Energy Resources","State Lands",13,ECTOR,08,Gas,Completed,2025-08-30,,,8171,,,,0,0,0,0,No
42-303-78555-64,"SM Energy","Block 42",43,MARTIN,08,Oil & Gas,Completed,2025-08-28,,,11590,,,,0,0,1,1,No
42-130-59096-55,"EOG Resources","TXL Ranch",43H,ECTOR,08,Injection,Active,2025-08-24,,,12340,,,,0,0,1,0,No
42-269-12236-88,"Pioneer Natural Resources","Pecos Valley",8,LOVING,08,Oil & Gas,Permitted,2025-08-23,,,12646,,,,0,0,1,0,No
42-303-94139-46,"Surge Energy","University 8",48,MARTIN,08,Oil & Gas,Completed,2025-08-21,,,12093,,,,0,0,1,0,No
42-127-29095-17,"Endeavor Energy Resources","Goldsmith",21,DIMMIT,01,Gas,Active,2025-08-20,,,6229,,,,0,0,0,0,No
42-123-21438-16,"Chevron USA","State Lands",38,DEWITT,01,Oil,Expired,2025-08-18,,,13332,,,,0,0,0,1,No
42-353-96292-29,"ConocoPhillips","Yates Pool",34H,PECOS,08,Oil & Gas,Permitted,2025-08-14,,,6189,,,,0,0,0,0,No
42-353-38406-65,"Endeavor Energy Resources","Section 12",4H,PECOS,08,Injection,Completed,2025-08-12,,,13490,,,,0,0,0,0,No
42-475-49685-76,"Pioneer Natural Resources","Webb County Gas",49,WARD,08,Oil & Gas,Permitted,2025-08-11,,,13695,,,,0,0,0,0,No
42-221-69073-57,"EOG Resources","Midland Basin",45H,HOWARD,08,Injection,Active,2025-08-07,,,10789,,,,0,0,0,1,No
42-269-93877-52,"ConocoPhillips","Block A",44H,LOVING,08,Oil,Permitted,2025-08-05,,,13284,,,,0,0,0,0,No
42-123-61916-21,"Chevron USA","San Andres",5,DEWITT,01,Injection,Permitted,2025-08-05,,,12988,,,,0,0,0,0,No
42-127-22253-75,"Surge Energy","Webb County Gas",38H,DIMMIT,01,Oil & Gas,Active,2025-08-04,,,13419,,,,0,0,0,0,No
42-475-14293-85,"Endeavor Energy Resources","Block B",36,WARD,08,Injection,Permitted,2025-07-31,,,9974,,,,0,0,0,0,No
42-221-43123-95,"EOG Resources","Midland Basin",6,HOWARD,08,Injection,Active,2025-07-31,,,11591,,,,0,0,0,0,No
42-130-38765-49,"Marathon Oil","Block 31",30,ECTOR,08,Gas,Expired,2025-07-31,,,7437,,,,0,0,0,0,No
42-317-63961-62,"ConocoPhillips","Wolfcamp Ranch",3,MIDLAND,08,Oil,Permitted,2025-07-31,,,7010,,,,0,0,0,2,No
42-127-12684-24,"Mewbourne Oil Company","San Andres",29,DIMMIT,01,Injection,Expired,2025-07-30,,,8276,,,,0,0,0,0,No
42-371-25211-39,"Apache Corporation","Martin Ranch",24H,REEVES,08,Oil & Gas,Active,2025-07-27,,,12325,,,,0,0,0,1,No
42-371-45301-22,"Occidental Petroleum","Dimmit County Oil",1,REEVES,08,Gas,Completed,2025-07-27,,,6092,,,,0,0,1,0,No
42-353-34856-10,"Chevron USA","Wolfcamp Ranch",41,PECOS,08,Injection,Permitted,2025-07-24,,,6647,,,,0,0,0,0,No
42-239-27962-35,"Fasken Oil and Ranch","Loving County Ranch",19,KARNES,01,Oil & Gas,Expired,2025-07-23,,,10159,,,,0,0,0,1,No
42-475-58866-10,"Surge Energy","Midland Basin",7H,WARD,08,Oil,Permitted,2025-07-22,,,11642,,,,0,0,1,0,No
42-479-95258-93,"Fasken Oil and Ranch","Webb County Gas",48H,WEBB,04,Gas,Completed,2025-07-21,,,7327,,,,0,0,0,0,No
42-269-37462-92,"Callon Petroleum","South Texas Unit",31,LOVING,08,Gas,Permitted,2025-07-19,,,12185,,,,0,0,0,0,No
42-371-56732-43,"Centennial Resource Development","Andrews Unit",50H,REEVES,08,Injection,Completed,2025-07-18,,,7260,,,,0,0,0,0,No
42-479-27545-22,"Ovintiv","University 8",41H,WEBB,04,Gas,Completed,2025-07-16,,,13074,,,,0,0,1,0,No
42-479-20720-69,"ExxonMobil","TXL Ranch",21,WEBB,04,Oil & Gas,Expired,2025-07-16,,,9268,,,,0,0,0,0,No
42-371-14710-36,"Pioneer Natural Resources","Yates Pool",36H,REEVES,08,Injection,Expired,2025-07-16,,,8296,,,,0,0,1,0,No
42-371-56591-89,"EOG Resources","TXL Ranch",23,REEVES,08,Oil,Completed,2025-07-15,,,6254,,,,0,0,0,0,No
42-221-82946-50,"Fasken Oil and Ranch","Block A",14,HOWARD,08,Injection,Expired,2025-07-15,,,8374,,,,0,0,0,1,No
42-317-63581-49,"Marathon Oil","Block B",31,MIDLAND,08,Gas,Permitted,2025-07-15,,,10757,,,,0,0,1,2,No
42-127-85894-94,"CrownQuest Operating","Bone Spring",14,DIMMIT,01,Injection,Expired,2025-07-12,,,6873,,,,0,0,0,0,No
42-475-57599-64,"Chevron USA","Block 31",7H,WARD,08,Injection,Completed,2025-07-09,,,5988,,,,0,0,0,1,No
42-127-33039-10,"Endeavor Energy Resources","Bone Spring",39H,DIMMIT,01,Oil & Gas,Completed,2025-07-08,,,10191,,,,0,0,0,0,No
42-475-14375-02,"Centennial Resource Development","Block 42",10,WARD,08,Oil,Active,2025-07-08,,,6354,,,,0,0,0,0,No
42-371-30252-90,"Mewbourne Oil Company","Block B",28H,REEVES,08,Oil,Active,2025-07-05,,,12004,,,,0,0,0,0,No
42-130-31214-17,"ConocoPhillips","McElroy Ranch",24H,ECTOR,08,Oil & Gas,Active,2025-07-04,,,11028,,,,0,0,1,0,No
42-303-44144-43,"Apache Corporation","Bass Ranch",19H,MARTIN,08,Injection,Expired,2025-07-01,,,12439,,,,0,0,1,1,No
42-221-75035-21,"Mewbourne Oil Company","Permian Basin",35H,HOWARD,08,Gas,Active,2025-06-28,,,9712,,,,0,0,0,0,No
42-123-57456-64,"Centennial Resource Development","DeWitt Shale",35,DEWITT,01,Oil & Gas,Expired,2025-06-25,,,8200,,,,0,0,1,0,No
42-479-44347-44,"Marathon Oil","Block 31",43H,WEBB,04,Gas,Active,2025-06-22,,,11322,,,,0,0,0,1,No
42-123-72929-98,"Centennial Resource Development","Permian Basin",8,DEWITT,01,Gas,Expired,2025-06-22,,,6416,,,,0,0,1,2,No
42-127-25622-34,"Centennial Resource Development","Section 12",26,DIMMIT,01,Injection,Expired,2025-06-21,,,6571,,,,0,0,0,0,No
42-475-21982-09,"Laredo Petroleum","Pecos Valley",37H,WARD,08,Gas,Expired,2025-06-21,,,6327,,,,0,0,0,0,No
42-123-16050-28,"Chevron USA","Bass Ranch",28,DEWITT,01,Oil,Completed,2025-06-20,,,6552,,,,0,0,0,0,No
42-239-20210-43,"Fasken Oil and Ranch","Spraberry Deep",3H,KARNES,01,Gas,Active,2025-06-19,,,13935,,,,0,0,0,0,No
42-479-47635-35,"ExxonMobil","TXL Ranch",20H,WEBB,04,Injection,Active,2025-06-18,,,10436,,,,0,0,0,0,No
42-239-31840-50,"Fasken Oil and Ranch","King Ranch Unit",44,KARNES,01,Oil & Gas,Active,2025-06-18,,,6687,,,,0,0,0,1,No
42-479-14593-71,"EOG Resources","Webb County Gas",21H,WEBB,04,Gas,Expired,2025-06-16,,,7309,,,,0,0,0,0,No
42-221-87073-28,"Centennial Resource Development","State Lands",42,HOWARD,08,Gas,Expired,2025-06-16,,,5303,,,,0,0,0,0,No
42-127-88010-95,"Occidental Petroleum","University Lands",20H,DIMMIT,01,Oil,Active,2025-06-15,,,11868,,,,0,0,0,0,No
42-353-32237-29,"Chevron USA","Andrews Unit",45,PECOS,08,Oil & Gas,Completed,2025-06-13,,,7889,,,,0,0,0,1,No
42-221-24336-08,"Fasken Oil and Ranch","Clearfork",23H,HOWARD,08,Oil & Gas,Expired,2025-06-12,,,13768,,,,0,0,0,0,No
42-475-51627-03,"Mewbourne Oil Company","Martin Ranch",11,WARD,08,Injection,Completed,2025-06-12,,,6734,,,,0,0,0,1,No
42-239-15519-20,"Mewbourne Oil Company","Big Lake",13,KARNES,01,Oil & Gas,Permitted,2025-06-12,,,11656,,,,0,0,0,1,No
42-130-49773-31,"Surge Energy","San Andres",3,ECTOR,08,Oil & Gas,Permitted,2025-06-11,,,9013,,,,0,0,0,0,No
42-127-83155-23,"Fasken Oil and Ranch","King Ranch Unit",21H,DIMMIT,01,Gas,Completed,2025-06-10,,,9374,,,,0,0,0,0,No
42-371-59776-28,"Fasken Oil and Ranch","King Ranch Unit",50,REEVES,08,Oil & Gas,Expired,2025-06-09,,,10315,,,,0,0,0,0,No
42-479-64966-68,"SM Energy","Andrews Unit",26H,WEBB,04,Injection,Completed,2025-06-08,,,7098,,,,0,0,0,1,No
42-475-57589-15,"Chevron USA","Fasken Ranch",49,WARD,08,Oil,Completed,2025-06-08,,,8104,,,,0,0,0,0,No
42-123-17004-08,"Callon Petroleum","Ward County Unit",50H,DEWITT,01,Oil,Permitted,2025-06-06,,,8776,,,,0,0,1,1,No
42-269-31141-54,"Marathon Oil","Midland Basin",4H,LOVING,08,Oil,Completed,2025-06-05,,,9990,,,,0,0,0,0,No
42-475-35786-46,"Surge Energy","Andrews Unit",41H,WARD,08,Injection,Completed,2025-06-02,,,11821,,,,0,0,0,0,No
42-130-96051-84,"SM Energy","McElroy Ranch",25,ECTOR,08,Gas,Expired,2025-06-01,,,7993,,,,0,0,0,0,No
42-123-32409-31,"ExxonMobil","Clearfork",24,DEWITT,01,Oil,Expired,2025-05-31,,,10245,,,,0,0,1,0,No
42-479-44811-04,"Endeavor Energy Resources","Permian Basin",20H,WEBB,04,Oil & Gas,Expired,2025-05-29,,,9340,,,,0,0,0,0,No
42-371-61038-73,"Surge Energy","Dimmit County Oil",46,REEVES,08,Oil,Permitted,2025-05-28,,,9605,,,,0,0,0,0,No
42-475-70553-09,"Devon Energy","TXL Ranch",9H,WARD,08,Gas,Active,2025-05-28,,,11101,,,,0,0,0,1,No
42-371-17160-61,"Marathon Oil","Pecos Valley",19,REEVES,08,Gas,Permitted,2025-05-25,,,5280,,,,0,0,0,0,No
42-269-85982-03,"ConocoPhillips","Permian Basin",20H,LOVING,08,Injection,Completed,2025-05-25,,,10256,,,,0,0,0,0,No
42-479-76605-77,"Centennial Resource Development","Webb County Gas",49,WEBB,04,Oil & Gas,Completed,2025-05-25,,,12872,,,,0,0,1,0,No
42-317-55567-93,"Centennial Resource Development","Hendrick",20,MIDLAND,08,Injection,Permitted,2025-05-24,,,11764,,,,0,0,0,0,No
42-130-56557-83,"Laredo Petroleum","Spraberry Deep",39H,ECTOR,08,Injection,Active,2025-05-22,,,8818,,,,0,0,0,0,No
42-371-90950-30,"Diamondback Energy","Block A",41H,REEVES,08,Oil & Gas,Active,2025-05-22,,,11311,,,,0,0,0,0,No
42-221-86453-12,"Marathon Oil","Hendrick",4,HOWARD,08,Gas,Permitted,2025-05-21,,,8560,,,,0,0,0,0,No
42-353-66400-09,"Chevron USA","Midland Basin",9H,PECOS,08,Oil,Completed,2025-05-21,,,12820,,,,0,0,0,0,No
42-269-84329-59,"Fasken Oil and Ranch","DeWitt Shale",42H,LOVING,08,Oil & Gas,Active,2025-05-19,,,9511,,,,0,0,0,0,No
42-317-86133-05,"Marathon Oil","Yates Pool",10H,MIDLAND,08,Injection,Permitted,2025-05-18,,,11410,,,,0,0,1,0,No
42-130-44712-85,"SM Energy","Spraberry Deep",34,ECTOR,08,Oil & Gas,Completed,2025-05-15,,,12248,,,,0,0,0,1,No
42-239-44372-40,"Pioneer Natural Resources","Yates Pool",2H,KARNES,01,Injection,Completed,2025-05-15,,,5536,,,,0,0,0,0,No
42-303-57643-18,"Chevron USA","Andrews Unit",13H,MARTIN,08,Injection,Expired,2025-05-13,,,10702,,,,0,0,0,1,No
42-239-33527-93,"Diamondback Energy","Yates Pool",24H,KARNES,01,Injection,Completed,2025-05-13,,,5132,,,,0,0,1,1,No
42-353-34638-88,"Diamondback Energy","King Ranch Unit",42,PECOS,08,Oil,Expired,2025-05-12,,,8397,,,,0,0,1,0,No
42-221-93720-31,"EOG Resources","TXL Ranch",17,HOWARD,08,Gas,Completed,2025-05-11,,,11057,,,,0,0,0,0,No
42-479-91989-95,"Endeavor Energy Resources","DeWitt Shale",49H,WEBB,04,Injection,Expired,2025-05-09,,,8843,,,,0,0,0,1,No
42-269-66414-15,"Devon Energy","Block 42",34H,LOVING,08,Gas,Permitted,2025-05-09,,,9370,,,,0,0,0,0,No
42-479-78786-70,"Occidental Petroleum","Spraberry Trend",43,WEBB,04,Oil & Gas,Expired,2025-05-09,,,13626,,,,0,0,2,1,No
42-239-29966-77,"CrownQuest Operating","Ward County Unit",29,KARNES,01,Injection,Expired,2025-05-08,,,6753,,,,0,0,0,0,No
42-123-94393-32,"ConocoPhillips","Bass Ranch",37,DEWITT,01,Oil & Gas,Completed,2025-05-03,,,6548,,,,0,0,0,1,No
42-353-30928-86,"Mewbourne Oil Company","Block 42",21H,PECOS,08,Injection,Permitted,2025-05-02,,,10777,,,,0,0,0,1,No
42-239-58558-68,"Fasken Oil and Ranch","Bone Spring",18,KARNES,01,Injection,Active,2025-05-01,,,8949,,,,0,0,0,1,No
42-127-69478-57,"Surge Energy","University Lands",9H,DIMMIT,01,Gas,Expired,2025-04-29,,,9664,,,,0,0,0,0,No
42-221-95446-62,"Pioneer Natural Resources","Fasken Ranch",11H,HOWARD,08,Injection,Expired,2025-04-29,,,5080,,,,0,0,1,0,No
42-269-77004-09,"Surge Energy","King Ranch Unit",39H,LOVING,08,Gas,Active,2025-04-28,,,12344,,,,0,0,0,1,No
42-123-41637-96,"Callon Petroleum","Webb County Gas",15,DEWITT,01,Oil & Gas,Completed,2025-04-28,,,12201,,,,0,0,0,0,No
42-123-74398-62,"Apache Corporation","Hendrick",5H,DEWITT,01,Gas,Expired,2025-04-27,,,10873,,,,0,0,0,0,No
42-269-99411-22,"Laredo Petroleum","Big Lake",23,LOVING,08,Gas,Expired,2025-04-20,,,5232,,,,0,0,0,0,No
42-371-27079-67,"EOG Resources","Spraberry Deep",3H,REEVES,08,Gas,Completed,2025-04-19,,,6404,,,,0,0,0,2,No
42-221-49073-57,"Marathon Oil","Fasken Ranch",13H,HOWARD,08,Injection,Active,2025-04-18,,,13598,,,,0,0,0,2,No
42-475-29295-78,"Apache Corporation","Loving County Ranch",7H,WARD,08,Gas,Permitted,2025-04-17,,,9753,,,,0,0,0,0,No
42-353-66384-73,"Callon Petroleum","Spraberry Deep",12,PECOS,08,Oil,Active,2025-04-17,,,6311,,,,0,0,1,1,No
42-371-34484-85,"Devon Energy","TXL Ranch",34,REEVES,08,Gas,Expired,2025-04-14,,,14000,,,,0,0,0,1,No
42-123-41272-87,"Marathon Oil","Spraberry Trend",19,DEWITT,01,Injection,Permitted,2025-04-14,,,11767,,,,0,0,0,1,No
42-130-63193-03,"ConocoPhillips","State Lands",43H,ECTOR,08,Oil,Completed,2025-04-14,,,11664,,,,0,0,1,0,No
42-475-91157-43,"Mewbourne Oil Company","Bone Spring",49H,WARD,08,Injection,Expired,2025-04-13,,,12141,,,,0,0,0,0,No
42-317-61388-64,"Occidental Petroleum","Fasken Ranch",21H,MIDLAND,08,Oil,Permitted,2025-04-12,,,9315,,,,0,0,0,0,No
42-371-81028-70,"Fasken Oil and Ranch","DeWitt Shale",34,REEVES,08,Oil,Active,2025-04-10,,,5340,,,,0,0,0,0,No
42-371-92872-23,"Diamondback Energy","Avalon Shale",7H,REEVES,08,Gas,Expired,2025-04-08,,,8403,,,,0,0,0,0,No
42-130-33547-82,"Centennial Resource Development","Ward County Unit",21H,ECTOR,08,Oil & Gas,Permitted,2025-04-08,,,12113,,,,0,0,1,0,No
42-130-21964-14,"Callon Petroleum","TXL Ranch",46,ECTOR,08,Injection,Permitted,2025-04-06,,,12725,,,,0,0,0,0,No
42-479-36132-03,"Laredo Petroleum","Howard Draw",48,WEBB,04,Injection,Permitted,2025-04-04,,,12482,,,,0,0,1,0,No
42-303-61466-45,"Apache Corporation","University Lands",24H,MARTIN,08,Oil & Gas,Completed,2025-04-04,,,8220,,,,0,0,0,0,No
42-479-97155-76,"ExxonMobil","Bass Ranch",16H,WEBB,04,Oil,Expired,2025-04-03,,,5029,,,,0,0,1,0,No
42-123-13467-13,"Callon Petroleum","Clearfork",39H,DEWITT,01,Oil,Active,2025-04-03,,,5590,,,,0,0,0,0,No
42-303-97348-85,"Fasken Oil and Ranch","State Lands",21H,MARTIN,08,Injection,Expired,2025-04-02,,,12662,,,,0,0,1,2,No
42-479-28803-96,"Apache Corporation","Section 12",37,WEBB,04,Injection,Completed,2025-03-30,,,9670,,,,0,0,0,0,No
42-371-81698-92,"Centennial Resource Development","Section 12",33H,REEVES,08,Oil,Permitted,2025-03-28,,,9695,,,,0,0,1,1,No
42-239-40602-56,"Endeavor Energy Resources","Spraberry Deep",18,KARNES,01,Oil & Gas,Completed,2025-03-28,,,6817,,,,0,0,0,0,No
42-475-45620-27,"SM Energy","Midland Basin",17H,WARD,08,Injection,Completed,2025-03-25,,,6255,,,,0,0,0,0,No
42-221-69940-39,"ExxonMobil","San Andres",39H,HOWARD,08,Oil & Gas,Permitted,2025-03-25,,,11840,,,,0,0,0,0,No
42-123-80078-16,"Ovintiv","Goldsmith",23H,DEWITT,01,Gas,Active,2025-03-24,,,12748,,,,0,0,0,0,No
42-127-31229-84,"SM Energy","Permian Basin",49,DIMMIT,01,Oil,Active,2025-03-23,,,11624,,,,0,0,1,0,No
42-479-56455-64,"Callon Petroleum","San Andres",36,WEBB,04,Oil,Completed,2025-03-22,,,9989,,,,0,0,0,1,No
42-371-30814-13,"CrownQuest Operating","Martin Ranch",22H,REEVES,08,Oil,Active,2025-03-19,,,7291,,,,0,0,0,0,No
42-317-52547-74,"EOG Resources","Spraberry Trend",4H,MIDLAND,08,Gas,Permitted,2025-03-18,,,10530,,,,0,0,1,0,No
42-353-91917-70,"Endeavor Energy Resources","DeWitt Shale",7,PECOS,08,Oil,Permitted,2025-03-18,,,9061,,,,0,0,0,0,No
42-303-93277-31,"Ovintiv","Midland Basin",39,MARTIN,08,Injection,Completed,2025-03-17,,,10254,,,,0,0,0,1,No
42-239-47174-68,"Surge Energy","Section 12",49,KARNES,01,Oil & Gas,Expired,2025-03-16,,,11727,,,,0,0,0,1,No
42-353-70550-38,"Ovintiv","Avalon Shale",49H,PECOS,08,Oil,Active,2025-03-16,,,8644,,,,0,0,0,0,No
42-239-81526-59,"Ovintiv","TXL Ranch",43,KARNES,01,Oil,Expired,2025-03-15,,,8982,,,,0,0,1,0,No
42-123-89010-00,"Marathon Oil","Martin Ranch",44,DEWITT,01,Gas,Active,2025-03-13,,,12318,,,,0,0,0,0,No
42-269-55818-57,"Callon Petroleum","Midland Basin",27H,LOVING,08,Gas,Completed,2025-03-13,,,13611,,,,0,0,0,0,No
42-317-31541-08,"SM Energy","TXL Ranch",14,MIDLAND,08,Oil & Gas,Completed,2025-03-10,,,9033,,,,0,0,2,4,No
42-371-88386-82,"Pioneer Natural Resources","Webb County Gas",4H,REEVES,08,Gas,Active,2025-03-10,,,11372,,,,0,0,0,2,No
42-371-12492-38,"Diamondback Energy","Midland Basin",1H,REEVES,08,Oil,Permitted,2025-03-09,,,10526,,,,0,0,0,0,No
42-303-45794-25,"Surge Energy","Cowden Ranch",39H,MARTIN,08,Injection,Permitted,2025-03-09,,,9024,,,,0,0,0,0,No
42-303-57481-41,"Pioneer Natural Resources","Eagle Ford Unit",37H,MARTIN,08,Gas,Active,2025-03-08,,,12380,,,,0,0,0,1,No
42-303-41817-46,"Pioneer Natural Resources","Midland Basin",18H,MARTIN,08,Injection,Completed,2025-03-07,,,10897,,,,0,0,0,0,No
42-269-90944-46,"Pioneer Natural Resources","Clearfork",26,LOVING,08,Gas,Expired,2025-03-07,,,11926,,,,0,0,0,1,No
42-479-72367-85,"ConocoPhillips","Goldsmith",24,WEBB,04,Oil,Active,2025-03-06,,,10082,,,,0,0,0,0,No
42-475-47453-87,"Pioneer Natural Resources","Clearfork",11,WARD,08,Gas,Expired,2025-03-06,,,9676,,,,0,0,0,0,No
42-317-18690-45,"Marathon Oil","Clearfork",6H,MIDLAND,08,Oil,Completed,2025-03-06,,,6092,,,,0,0,0,0,No
42-479-94148-46,"Diamondback Energy","Clearfork",36H,WEBB,04,Injection,Expired,2025-03-05,,,11578,,,,0,0,0,0,No
42-130-69734-03,"EOG Resources","Mabee Ranch",29H,ECTOR,08,Injection,Active,2025-03-04,,,6753,,,,0,0,0,0,No
42-127-45445-60,"Fasken Oil and Ranch","Block B",8H,DIMMIT,01,Oil & Gas,Expired,2025-03-03,,,11850,,,,0,0,1,0,No
42-371-71302-69,"SM Energy","Block 42",23H,REEVES,08,Oil,Completed,2025-03-03,,,8886,,,,0,0,1,0,No
42-475-57326-30,"Fasken Oil and Ranch","University Lands",35,WARD,08,Injection,Expired,2025-03-01,,,9922,,,,0,0,0,1,No
42-371-33486-88,"Diamondback Energy","TXL Ranch",31H,REEVES,08,Injection,Permitted,2025-02-28,,,7393,,,,0,0,0,1,No
42-221-99251-69,"Fasken Oil and Ranch","Webb County Gas",21H,HOWARD,08,Oil & Gas,Expired,2025-02-28,,,10266,,,,0,0,0,0,No
42-353-45227-36,"Callon Petroleum","University 8",2,PECOS,08,Oil & Gas,Permitted,2025-02-27,,,5732,,,,0,0,0,1,No
42-475-97960-46,"Occidental Petroleum","Loving County Ranch",9H,WARD,08,Injection,Expired,2025-02-24,,,10433,,,,0,0,0,0,No
42-479-14918-11,"EOG Resources","Webb County Gas",9,WEBB,04,Injection,Completed,2025-02-23,,,9879,,,,0,0,0,0,No
42-221-76637-55,"Mewbourne Oil Company","Avalon Shale",16H,HOWARD,08,Gas,Permitted,2025-02-21,,,11345,,,,0,0,0,0,No
42-475-94066-57,"Apache Corporation","McElroy Ranch",4H,WARD,08,Oil,Active,2025-02-20,,,12565,,,,0,0,0,0,No
42-479-26316-90,"Occidental Petroleum","Yates Pool",44,WEBB,04,Gas,Expired,2025-02-20,,,8937,,,,0,0,0,0,No
42-269-95069-92,"Mewbourne Oil Company","Fasken Ranch",47,LOVING,08,Injection,Permitted,2025-02-17,,,13919,,,,0,0,0,0,No
42-130-31501-02,"ExxonMobil","Eagle Ford Unit",31,ECTOR,08,Gas,Active,2025-02-15,,,5557,,,,0,0,0,0,No
42-130-22164-88,"Mewbourne Oil Company","Mabee Ranch",49H,ECTOR,08,Oil & Gas,Completed,2025-02-13,,,9660,,,,0,0,0,0,No
42-479-61033-25,"Endeavor Energy Resources","University 8",19,WEBB,04,Oil & Gas,Permitted,2025-02-13,,,11842,,,,0,0,1,0,No
42-353-34798-17,"Endeavor Energy Resources","Spraberry Deep",20,PECOS,08,Oil & Gas,Expired,2025-02-12,,,12433,,,,0,0,1,0,No
42-479-66778-57,"Devon Energy","Yates Pool",43H,WEBB,04,Injection,Active,2025-02-12,,,8426,,,,0,0,0,0,No
42-239-26497-38,"Ovintiv","Webb County Gas",16,KARNES,01,Gas,Expired,2025-02-10,,,9106,,,,0,0,0,0,No
42-317-53599-48,"Occidental Petroleum","Clearfork",33H,MIDLAND,08,Gas,Active,2025-02-09,,,5370,,,,0,0,0,0,No
42-123-17928-52,"Ovintiv","Dimmit County Oil",2,DEWITT,01,Injection,Permitted,2025-02-06,,,6599,,,,0,0,1,0,No
42-371-40041-86,"CrownQuest Operating","Yates Pool",18,REEVES,08,Oil,Active,2025-02-05,,,13145,,,,0,0,0,0,No
42-353-22357-97,"Apache Corporation","Bass Ranch",2H,PECOS,08,Oil,Expired,2025-02-04,,,12917,,,,0,0,0,0,No
42-475-95797-13,"Diamondback Energy","University Lands",49,WARD,08,Gas,Completed,2025-02-04,,,11081,,,,0,0,0,0,No
42-239-50243-81,"ConocoPhillips","South Texas Unit",9,KARNES,01,Injection,Completed,2025-01-27,,,13177,,,,0,0,0,0,No
42-475-79461-60,"Devon Energy","Pecos Valley",9H,WARD,08,Oil,Completed,2025-01-27,,,7398,,,,0,0,0,1,No
42-127-71556-12,"Centennial Resource Development","Bone Spring",2,DIMMIT,01,Oil & Gas,Active,2025-01-26,,,12252,,,,0,0,1,0,No
42-221-80637-52,"Pioneer Natural Resources","Block 42",23,HOWARD,08,Gas,Completed,2025-01-26,,,5987,,,,0,0,1,1,No
42-123-20486-53,"Callon Petroleum","Clearfork",47,DEWITT,01,Gas,Active,2025-01-25,,,12497,,,,0,0,0,0,No
42-353-20084-44,"SM Energy","Wolfcamp Ranch",9H,PECOS,08,Oil & Gas,Permitted,2025-01-24,,,11816,,,,0,0,0,0,No
42-123-32179-83,"EOG Resources","University Lands",1,DEWITT,01,Oil,Completed,2025-01-23,,,7561,,,,0,0,0,0,No
42-475-15561-38,"Centennial Resource Development","DeWitt Shale",10H,WARD,08,Oil,Permitted,2025-01-23,,,6524,,,,0,0,0,0,No
42-317-69254-83,"Endeavor Energy Resources","Pecos Valley",25,MIDLAND,08,Oil & Gas,Active,2025-01-22,,,5047,,,,0,0,0,0,No
42-130-82587-29,"Pioneer Natural Resources","King Ranch Unit",8H,ECTOR,08,Oil,Expired,2025-01-21,,,5211,,,,0,0,0,0,No
42-303-19036-75,"Mewbourne Oil Company","King Ranch Unit",1H,MARTIN,08,Oil & Gas,Expired,2025-01-20,,,5864,,,,0,0,0,0,No
42-371-41139-22,"Callon Petroleum","King Ranch Unit",34,REEVES,08,Oil,Expired,2025-01-20,,,9897,,,,0,0,0,0,No
42-221-34178-32,"Mewbourne Oil Company","Martin Ranch",24,HOWARD,08,Oil & Gas,Active,2025-01-19,,,5412,,,,0,0,1,0,No
42-353-77076-54,"Marathon Oil","Andrews Unit",15H,PECOS,08,Gas,Active,2025-01-18,,,8878,,,,0,0,0,1,No
42-130-53327-40,"CrownQuest Operating","Karnes Trough",5H,ECTOR,08,Injection,Permitted,2025-01-18,,,13587,,,,0,0,0,0,No
42-371-44807-06,"Devon Energy","DeWitt Shale",13H,REEVES,08,Gas,Active,2025-01-18,,,6298,,,,0,0,0,0,No
42-130-40878-32,"Devon Energy","Yates Pool",23,ECTOR,08,Oil & Gas,Permitted,2025-01-17,,,5466,,,,0,0,0,1,No
42-479-96293-09,"SM Energy","Block B",17,WEBB,04,Gas,Completed,2025-01-17,,,7761,,,,0,0,0,0,No
